 0.00000000e+00  0.00000000e+00 
 1.00000000e-06  6.19897092e-04 
 1.00271297e-06  6.22516162e-04 
 1.00813892e-06  6.27673168e-04 
 1.01899082e-06  6.38058513e-04 
 1.04069462e-06  6.58949919e-04 
 1.08410221e-06  7.00324702e-04 
 1.14838445e-06  7.58473756e-04 
 1.21579026e-06  8.13821994e-04 
 1.30098707e-06  8.75072298e-04 
 1.40694588e-06  9.39272770e-04 
 1.58796952e-06  1.02592220e-03 
 1.73306300e-06  1.08005261e-03 
 1.89795594e-06  1.13119484e-03 
 2.09498453e-06  1.18301169e-03 
 2.32569142e-06  1.23589657e-03 
 2.59997506e-06  1.29267315e-03 
 2.93259130e-06  1.35689442e-03 
 3.35575648e-06  1.43493191e-03 
 3.91950368e-06  1.53539157e-03 
 4.73265831e-06  1.67520453e-03 
 6.04377424e-06  1.88841113e-03 
 8.65427378e-06  2.26361873e-03 
 1.38752729e-05  2.79175338e-03 
 1.98733221e-05  3.00828882e-03 
 2.74225832e-05  2.72089141e-03 
 3.35738573e-05  2.11731002e-03 
 3.76734878e-05  1.59613332e-03 
 4.13505951e-05  1.09338226e-03 
 4.52346958e-05  5.64912534e-04 
 4.90834779e-05  7.81793176e-05 
 5.32059389e-05 -3.67980499e-04 
 5.72545589e-05 -7.04146987e-04 
 6.14725329e-05 -9.27962485e-04 
 6.77456952e-05 -1.01071273e-03 
 7.43460421e-05 -8.00983216e-04 
 7.90811341e-05 -4.98956208e-04 
 8.31063280e-05 -1.76168995e-04 
 8.72021861e-05  1.83437071e-04 
 9.12554502e-05  5.41531858e-04 
 9.53419921e-05  8.77552134e-04 
 9.95207252e-05  1.17084568e-03 
 1.03583881e-04  1.38926904e-03 
 1.08960364e-04  1.55831622e-03 
 1.16042316e-04  1.56699649e-03 
 1.21641401e-04  1.41775905e-03 
 1.25936583e-04  1.23062605e-03 
 1.29817085e-04  1.02583815e-03 
 1.33805097e-04  7.98102901e-04 
 1.37659418e-04  5.77638399e-04 
 1.42055246e-04  3.45291183e-04 
 1.46288768e-04  1.56821862e-04 
 1.51646110e-04 -1.23094564e-05 
 1.57983600e-04 -9.72968732e-05 
 1.64949932e-04 -4.87725104e-05 
 1.70683404e-04  8.50312342e-05 
 1.75387430e-04  2.38431525e-04 
 1.79531336e-04  3.90491761e-04 
 1.83689988e-04  5.45203365e-04 
 1.87918575e-04  6.92095572e-04 
 1.92406832e-04  8.24309269e-04 
 1.96883713e-04  9.22326102e-04 
 2.01398845e-04  9.80779809e-04 
 2.05859326e-04  9.96708828e-04 
 2.11587660e-04  9.60209486e-04 
 2.16975007e-04  8.77258573e-04 
 2.22128036e-04  7.67838414e-04 
 2.27362815e-04  6.42874924e-04 
 2.31961955e-04  5.34298274e-04 
 2.36612847e-04  4.36747494e-04 
 2.40989833e-04  3.63646574e-04 
 2.46288740e-04  3.06470272e-04 
 2.53165320e-04  2.87764252e-04 
 2.60104499e-04  3.27790734e-04 
 2.65769868e-04  3.94579824e-04 
 2.70615465e-04  4.66263770e-04 
 2.75641804e-04  5.44876825e-04 
 2.80451629e-04  6.15863597e-04 
 2.85461990e-04  6.77732393e-04 
 2.91908151e-04  7.30301374e-04 
 2.99619248e-04  7.47143071e-04 
