 0.00000000e+00  0.00000000e+00 
 1.00000000e-06  6.92106075e-04 
 1.00232573e-06  6.95691692e-04 
 1.00697720e-06  7.02691034e-04 
 1.01628014e-06  7.16790892e-04 
 1.03488602e-06  7.44957398e-04 
 1.07209777e-06  7.99141040e-04 
 1.11561087e-06  8.55527634e-04 
 1.16274804e-06  9.05475108e-04 
 1.21114335e-06  9.44306790e-04 
 1.26677411e-06  9.75298865e-04 
 1.34135588e-06  9.99568578e-04 
 1.42329121e-06  1.01142941e-03 
 1.50550268e-06  1.01509612e-03 
 1.60808573e-06  1.01540175e-03 
 1.70551678e-06  1.01472460e-03 
 1.83719759e-06  1.01457151e-03 
 1.99801069e-06  1.01556178e-03 
 2.30568269e-06  1.01866508e-03 
 2.83376652e-06  1.02401263e-03 
 3.38489085e-06  1.02939359e-03 
 4.48713950e-06  1.04017778e-03 
 6.69163679e-06  1.06118879e-03 
 1.11006314e-05  1.10137377e-03 
 1.99186206e-05  1.17450690e-03 
 3.75545990e-05  1.29456058e-03 
 7.12389098e-05  1.44270223e-03 
 1.03173255e-04  1.50467156e-03 
 1.44029652e-04  1.50707469e-03 
 1.80997713e-04  1.45859388e-03 
 2.27870549e-04  1.35814925e-03 
 2.71490037e-04  1.24500443e-03 
 3.16892170e-04  1.12263311e-03 
 3.64675627e-04  9.99119029e-04 
 4.08829949e-04  8.95100315e-04 
 4.65437039e-04  7.79851712e-04 
 5.66927676e-04  6.24465893e-04 
 6.94567223e-04  5.07477005e-04 
 8.26708279e-04  4.49355829e-04 
 9.72856982e-04  4.24879650e-04 
 1.00000000e-03  4.23080091e-04 
 1.01495858e-03  4.22341824e-04 
 1.04487574e-03  4.21068174e-04 
 1.10471006e-03  4.19532004e-04 
 1.22437869e-03  4.18781624e-04 
 1.37020593e-03  4.19550013e-04 
 1.55370148e-03  4.20638664e-04 
 1.75370148e-03  4.21238231e-04 
 1.95370148e-03  4.21408722e-04 
 2.15370148e-03  4.21427606e-04 
 2.35370148e-03  4.21418937e-04 
 2.55370148e-03  4.21412474e-04 
 2.75370148e-03  4.21410509e-04 
 2.95370148e-03  4.21409990e-04 
 3.15370148e-03  4.21410197e-04 
 3.35370148e-03  4.21410103e-04 
 3.55370148e-03  4.21410284e-04 
 3.75370148e-03  4.21410134e-04 
 3.95370148e-03  4.21410289e-04 
 4.15370148e-03  4.21410134e-04 
 4.35370148e-03  4.21410288e-04 
 4.55370148e-03  4.21410133e-04 
 4.75370148e-03  4.21410288e-04 
 4.95370148e-03  4.21410134e-04 
 5.15370148e-03  4.21410288e-04 
 5.35370148e-03  4.21410134e-04 
 5.55370148e-03  4.21410287e-04 
 5.75370148e-03  4.21410134e-04 
 5.95370148e-03  4.21410287e-04 
 6.15370148e-03  4.21410135e-04 
 6.35370148e-03  4.21410287e-04 
 6.55370148e-03  4.21410135e-04 
 6.75370148e-03  4.21410286e-04 
 6.95370148e-03  4.21410135e-04 
 7.15370148e-03  4.21410286e-04 
 7.35370148e-03  4.21410136e-04 
 7.55370148e-03  4.21410286e-04 
 7.75370148e-03  4.21410136e-04 
 7.95370148e-03  4.21410285e-04 
 8.15370148e-03  4.21410136e-04 
 8.35370148e-03  4.21410285e-04 
 8.55370148e-03  4.21410137e-04 
 8.75370148e-03  4.21410285e-04 
 8.95370148e-03  4.21410137e-04 
 9.15370148e-03  4.21410284e-04 
 9.35370148e-03  4.21410137e-04 
 9.55370148e-03  4.21410284e-04 
 9.75370148e-03  4.21410138e-04 
 9.95370148e-03  4.21410284e-04 
 1.00000000e-02  4.21410138e-04 
