 0.00000000e+00  0.00000000e+00 
 5.00000000e-07  3.17342666e-04 
 5.01485654e-07  3.19288399e-04 
 5.04456962e-07  3.23131483e-04 
 5.10399578e-07  3.30888679e-04 
 5.22284811e-07  3.46619754e-04 
 5.46055275e-07  3.78614640e-04 
 5.93596205e-07  4.42530976e-04 
 6.48723444e-07  5.13512403e-04 
 7.14932357e-07  5.91312604e-04 
 7.89063312e-07  6.67852756e-04 
 8.90911043e-07  7.56358240e-04 
 1.03389468e-06  8.54591691e-04 
 1.19203731e-06  9.37417575e-04 
 1.34989521e-06  1.00192318e-03 
 1.53860518e-06  1.06401551e-03 
 1.71783454e-06  1.11333924e-03 
 1.94854545e-06  1.16887456e-03 
 2.19924297e-06  1.22338094e-03 
 2.53311018e-06  1.29129939e-03 
 2.92026011e-06  1.36688363e-03 
 3.46821698e-06  1.47137101e-03 
 4.19186818e-06  1.60689484e-03 
 5.40478590e-06  1.82865468e-03 
 7.53579027e-06  2.19921402e-03 
 1.17977990e-05  2.84570166e-03 
 1.87015806e-05  3.54456148e-03 
 2.58206916e-05  3.72849761e-03 
 3.45563991e-05  3.18136500e-03 
 4.26030634e-05  2.04219348e-03 
 4.77963386e-05  1.08850272e-03 
 5.23613150e-05  1.94018010e-04 
 5.70266799e-05 -7.01565633e-04 
 6.15325033e-05 -1.48541826e-03 
 6.68088859e-05 -2.22462094e-03 
 7.17149185e-05 -2.68193522e-03 
 7.60888373e-05 -2.86930835e-03 
 8.05172880e-05 -2.83301374e-03 
 8.49914176e-05 -2.56827455e-03 
 9.12800482e-05 -1.85273636e-03 
 9.71938017e-05 -8.92777682e-04 
 1.02121737e-04  3.70979683e-05 
 1.06680375e-04  9.28568039e-04 
 1.11280550e-04  1.78968851e-03 
 1.15766890e-04  2.53156395e-03 
 1.22059875e-04  3.30626710e-03 
 1.28867566e-04  3.69626942e-03 
 1.37075362e-04  3.47599564e-03 
 1.45814749e-04  2.48525019e-03 
 1.51608863e-04  1.50245518e-03 
 1.56349764e-04  5.96293489e-04 
 1.61297121e-04 -3.61697138e-04 
 1.65828020e-04 -1.18232469e-03 
 1.70379695e-04 -1.88943762e-03 
 1.76567426e-04 -2.56942904e-03 
 1.81198019e-04 -2.82211840e-03 
 1.85411319e-04 -2.83952653e-03 
 1.89634918e-04 -2.65209660e-03 
 1.95467127e-04 -2.08380566e-03 
 2.02255062e-04 -1.06073692e-03 
 2.07439905e-04 -1.05925786e-04 
 2.12017988e-04  7.82369656e-04 
 2.16786990e-04  1.67738354e-03 
 2.21263598e-04  2.42747320e-03 
 2.27382617e-04  3.21113206e-03 
 2.34066772e-04  3.64992163e-03 
 2.42171498e-04  3.51749116e-03 
 2.50786077e-04  2.62913674e-03 
 2.56792268e-04  1.65357103e-03 
 2.61610848e-04  7.49921733e-04 
 2.66677265e-04 -2.26283110e-04 
 2.71337946e-04 -1.07519441e-03 
 2.75908137e-04 -1.79665096e-03 
 2.81893935e-04 -2.48539704e-03 
 2.86494059e-04 -2.77227932e-03 
 2.90737341e-04 -2.82621107e-03 
 2.94997228e-04 -2.67296120e-03 
 3.00485760e-04 -2.18896920e-03 
 3.07105223e-04 -1.25209210e-03 
 3.12325335e-04 -3.22371013e-04 
 3.17037901e-04  5.81205836e-04 
 3.21829195e-04  1.48585884e-03 
 3.26345012e-04  2.26114281e-03 
 3.32058847e-04  3.04378176e-03 
 3.38637822e-04  3.57020913e-03 
 3.46451281e-04  3.58409699e-03 
 3.54945980e-04  2.86208707e-03 
 3.61287221e-04  1.91185949e-03 
 3.66148442e-04  1.03105013e-03 
 3.70822200e-04  1.35736917e-04 
 3.75566424e-04 -7.49502247e-04 
 3.80099415e-04 -1.50960368e-03 
 3.85490872e-04 -2.22590556e-03 
 3.90299321e-04 -2.63976034e-03 
 3.94644904e-04 -2.80042109e-03 
 3.99039649e-04 -2.74483103e-03 
 4.03565648e-04 -2.46281305e-03 
 4.09851352e-04 -1.73884847e-03 
 4.15466506e-04 -8.36719132e-04 
 4.20304739e-04  5.71624518e-05 
 4.25347768e-04  1.01834651e-03 
 4.29905776e-04  1.84408989e-03 
 4.34635116e-04  2.58936395e-03 
 4.40884036e-04  3.30173203e-03 
 4.47946598e-04  3.63439892e-03 
 4.56156702e-04  3.33459253e-03 
 4.65199653e-04  2.25039826e-03 
 4.70831310e-04  1.28323450e-03 
 4.75503511e-04  4.01595608e-04 
 4.80331357e-04 -5.06006188e-04 
 4.84843935e-04 -1.28718606e-03 
 4.89714296e-04 -1.99029871e-03 
 4.95109406e-04 -2.53176026e-03 
 4.99586771e-04 -2.75467549e-03 
 5.04137958e-04 -2.75146972e-03 
 5.08395525e-04 -2.53872372e-03 
 5.14387900e-04 -1.92863775e-03 
 5.21147357e-04 -8.98365143e-04 
 5.26288080e-04  3.89760405e-05 
 5.30845723e-04  9.03262340e-04 
 5.35455576e-04  1.74070197e-03 
 5.39928108e-04  2.45923547e-03 
 5.46179059e-04  3.20975728e-03 
 5.52958137e-04  3.59443686e-03 
 5.61216677e-04  3.38874633e-03 
 5.69960240e-04  2.43344169e-03 
 5.75795798e-04  1.47553221e-03 
 5.80548784e-04  5.94939239e-04 
 5.85506295e-04 -3.35931459e-04 
 5.90037763e-04 -1.13196191e-03 
 5.94590647e-04 -1.81809600e-03 
 6.00726007e-04 -2.47400817e-03 
 6.05343891e-04 -2.72166725e-03 
 6.09561228e-04 -2.74191328e-03 
 6.13790046e-04 -2.56300078e-03 
 6.19413083e-04 -2.04016097e-03 
 6.26102214e-04 -1.07668297e-03 
 6.31295927e-04 -1.55933648e-04 
 6.36000051e-04  7.28181374e-04 
 6.40796168e-04  1.60373059e-03 
 6.45295923e-04  2.33960205e-03 
 6.51283893e-04  3.09579901e-03 
 6.57945030e-04  3.54193305e-03 
 6.66032236e-04  3.44374038e-03 
 6.74653009e-04  2.60908900e-03 
 6.80682290e-04  1.67155937e-03 
 6.85508628e-04  7.98162579e-04 
 6.90612272e-04 -1.55943583e-04 
 6.95250464e-04 -9.80021455e-04 
 6.99833963e-04 -1.69005166e-03 
 7.05653102e-04 -2.35855119e-03 
 7.10223242e-04 -2.65707038e-03 
 7.14481424e-04 -2.73171715e-03 
 7.18764936e-04 -2.60343790e-03 
 7.23877500e-04 -2.19716208e-03 
 7.30334735e-04 -1.35359878e-03 
 7.35584101e-04 -4.69271006e-04 
 7.40319228e-04  4.05375053e-04 
 7.45140401e-04  1.29594802e-03 
 7.49675125e-04  2.06974295e-03 
 7.55009788e-04  2.82153151e-03 
 7.61473472e-04  3.40518632e-03 
 7.69085854e-04  3.53810703e-03 
 7.77491631e-04  2.97638718e-03 
 7.84625189e-04  2.00703787e-03 
 7.89784109e-04  1.11584285e-03 
 7.94391641e-04  2.61777636e-04 
